Data,MAV_A5,Avg.Power_A5,SD_A5,MAV_Ratio_A5,MAV_D3,Avg.Power_D3,SD_D3,MAV_Ratio_D3,MAV_D4,Avg.Power_D4,SD_D4,MAV_Ratio_D4,MAV_D5,Avg.Power_D5,SD_D5,MAV_Ratio_D5,label
S0022,153.2856596575263,50093.408792815426,220.06201239465742,0.8151335857934677,144.56785822725817,43016.93574886868,207.40523645546972,2.1610856101018534,161.65501278320977,48570.22410622165,220.38580025438839,1.1181946994683347,188.04974096155652,63420.27404634389,251.8289563336428,1.1632781299132608,0
S0023,140.1454446340431,36978.82801990896,187.4431528520112,0.7785522735009789,241.87321935641336,100196.80989797442,316.5386756135718,2.484182405791572,114.24825654905165,22427.59504734298,149.75844826792468,0.472347690467958,180.00775208559824,52552.3111773135,229.24251294814428,1.5755842366689705,0
S0024,185.92991666405436,65329.30563792536,253.46294140769467,1.0239571487814203,263.646918304024,117261.21946296145,342.4342366775995,2.4916818415279924,127.61633608700967,28005.23193961798,167.34760217464293,0.48404258584903737,181.57978279200825,52921.17605446224,230.04601436579878,1.4228568877593064,0
S0025,138.30104350714421,38060.285582495446,191.76938376663145,0.6687586287131261,182.6890615309849,65188.072512449,255.31948355689264,2.2696495790843305,186.70788199548525,63263.870913536244,251.5228064213703,1.0219981449946784,206.80263037992216,72007.02914141963,268.3410862316091,1.1076266741910918,0
S0026,163.1698647824432,50638.09994775258,221.76277130711048,0.8968527711350479,255.35957805446333,110399.11481160016,332.2635613192331,2.529582169435297,120.11184523675047,25115.641979630494,158.4791473376097,0.4703635796701266,181.93606580033983,53278.675220552606,230.8216529331413,1.5147220945755073,0
S0027,139.26535029589508,37649.06065173662,190.18887134299578,0.6999173363350436,202.44285476601465,76858.29495861958,277.2332859694952,2.350994180280399,162.65329042897721,49675.25467389434,222.87931407348464,0.8034528589165244,198.97399745107916,65912.16941649711,256.7336305508312,1.223301397262304,0
S0030,87.36622905894802,12417.198992978281,107.01710881699852,0.6763943516593237,178.57574485422785,67141.58534496548,259.1168195676934,2.4551745764143518,106.57171732015041,19549.120105677073,139.8181424895634,0.5967871919400105,129.1646342767678,26508.13189064844,162.8129398332368,1.2119973058963323,0
S0031,85.57726161037118,11255.75979906203,101.93729383777156,0.7910562579642954,202.37851618728712,83343.16208734536,288.6918518460194,2.310974023752742,109.81948827797292,20582.447607724695,143.46527226095495,0.5426440036567058,108.18100577397081,18610.718773155386,136.4176457128335,0.9850802209180322,0
S0032,90.36990336210579,13081.176632427763,109.65748244478779,0.6536660163812258,189.68883351752908,72759.2262130218,269.738927604055,2.298435372019832,118.4716378569797,23189.271859848122,152.28007141889154,0.6245577858225997,138.25088209787089,29599.03590950776,172.0435733020315,1.1669534126367773,0
S0033,80.10876073423006,10479.486360150193,97.66455408938288,0.642037618858958,164.63220658068028,61973.26086306172,248.94387784178457,2.699381286057546,86.88084143605325,13203.298215837458,114.90560165489397,0.5277268843109145,124.77268991901275,26666.06892273089,163.29547160485978,1.436135836815634,0
S0034,100.23828522828352,17480.559569471992,128.68451576388702,0.7145183646645885,147.97568522288242,44811.59587393869,211.68742007544648,2.48652679421691,113.95898059704766,22305.84044199205,149.35121938864816,0.7701196343534515,140.28790607129838,30333.65219077005,174.16419848702577,1.2310386187758935,0
S0035,85.98685468828813,11450.45027583517,102.56463544175003,0.6917859155352516,197.5694655027139,79077.7791346354,281.2077040763363,2.3157218603029723,114.18476311748896,21787.290475294158,147.60499254309556,0.5779474213130392,124.2969143448924,24394.71740782317,156.18802599659767,1.0885595499024565,0
S0036,90.27700136542781,14031.162209513226,114.48559865183319,0.6753135246730688,156.6331680029838,53437.30725902735,231.1650987287699,2.599996684255254,101.0155924729217,17839.145468187344,133.5632421725529,0.6449182747232526,133.68161315758113,28628.817781115373,169.20010065171152,1.3233760242847252,0
S0037,83.81906833399508,11102.806787827909,100.87362606034834,0.6740258530750889,187.5792100370139,73955.6119892847,271.9477909319098,2.4392862331490526,104.414731019033,18787.93998344464,137.06903888950032,0.5566434094611522,124.35586550811031,25129.766436321737,158.52357323876134,1.1909800877181056,0
S0040,25.312495425880563,1154.3947352173122,33.230231929540736,0.392507621667942,50.89360779133525,4184.731286719457,64.68949887020023,2.7016895121324667,90.88552134095883,12859.558656788062,113.39999155199851,1.7857944304831204,64.4891819382165,6762.83666982345,82.23646303070619,0.7095649668585171,0
S0041,14.63135255435336,513.7447706143516,21.194953785954617,0.2691015909666495,40.90500116529479,2630.182096044823,51.28528685151343,1.8442650445736446,106.4495811236499,15982.705706591518,126.42270860889755,2.602361033886619,54.371111303339205,4106.232587369879,64.07920990714872,0.5107686731071558,0
S0042,27.374510975316184,1252.4493390088714,34.63900568488342,0.4861294886181116,48.92988287748416,3755.7110982245367,61.28383796381593,2.4903954326742337,92.5618196648997,13083.001170668478,114.38055710153304,1.8917237120036812,56.311150868736455,5213.163884365004,72.20209889983472,0.608362617249736,0
S0043,34.66688555088722,1934.2307840129322,43.336356113252926,0.544943030767482,57.872207264115616,5537.15534504261,74.4120110084894,3.5903534331568205,90.82358843169042,13071.66239604113,114.33117414479923,1.569381793529875,63.61561409834599,6672.107645737804,81.67830756598326,0.7004305290821239,0
S0044,30.099675581446412,1480.986006136176,37.93255921284176,0.3343948966416129,56.12607540792156,4838.048983065524,69.55594267193703,3.2021588328833106,68.7197368103696,7761.731796286103,88.10068164175458,1.2243816499001208,90.01236527154803,11991.406127840186,109.50444708711505,1.309847351714034,0
S0045,20.151710689169665,782.5301274711785,26.8181255304301,0.3714330030285197,44.943206246384676,3192.482889388264,56.50205207302808,2.1501382507026716,100.27907967953254,14790.345092548894,121.6155596078846,2.2312400038793228,54.253958385120555,4466.467770348847,66.83124229934228,0.5410296799542134,0
S0046,31.441942581988727,1619.923405911998,39.70290656412256,0.4159011265773012,56.85508518973404,5177.852263667118,71.95729231669598,3.384016692787649,80.64474152072577,10664.91494327785,103.27097458653925,1.4184261838954606,75.59956098398494,9137.975156383189,95.59252132062893,0.9374394357077304,0
S0047,24.251205981557828,1086.5570987360836,32.0622885703294,0.4267383197687665,49.253822308749584,3975.429639019066,63.051004593550566,2.549493784499137,97.71653059462949,14400.245155841068,120.00101955548648,1.9839380176849921,56.82922029289201,5153.554596731996,71.78800807934067,0.581572226797984,0
S0050,101.9362578123881,17407.109663832773,131.32319630913645,0.6074650452397593,80.9029444492623,11862.2382692579,108.91383137228132,2.691590480208785,145.48479078696812,35741.663903388966,189.054658258027,1.7982632372324576,167.80596449324102,42988.00712920504,207.33546010191438,1.1534261663059857,0
S0051,82.77939101438187,13199.30777377829,114.21859823057122,0.5258235141006617,79.77513702867846,11941.86182073116,109.27815315401145,2.2285622119837507,149.0610011037126,37922.290734802285,194.73646227313142,1.868514510355858,157.4280890727433,37997.641503802944,194.9274490813708,1.0561319721931095,0
S0052,96.979917129209,14081.21704332756,117.6468285934694,0.5732130557211806,95.98394749057636,16296.259101999782,127.65673404629423,3.24179892219258,174.3392729572941,45959.60641554413,214.38162770703323,1.8163378097614773,169.1865113002267,44266.532431964864,210.39581807892037,0.9704440567540418,0
S0053,96.78092507539267,15648.87336987463,124.04584478745458,0.5537819794283079,74.67218145173345,9478.313686975753,97.35615433346493,2.832868083341537,153.0653437549018,39886.28121694317,199.71538253727132,2.0498308845287996,174.76358688179712,46956.63874143019,216.6900982549525,1.1417580400279241,0
S0054,132.0989861765183,27287.686701879058,164.923376630655,0.7846396913860212,72.1857487012932,9637.909940921876,98.1728563077159,2.52298554422461,102.35034156996058,18437.375909612347,135.78429919985743,1.417874627767447,168.35623742557937,42160.15917129339,205.32929065610082,1.644901568897072,0
S0055,88.91976615616157,13468.042973107484,115.22701522966122,0.5429442184135929,87.84325425799611,14117.981249596201,118.8189136551716,2.68810242022413,161.54627427664985,41858.171601618946,204.59269600655637,1.839028797842434,163.77329961441103,41455.11878467561,203.60418287809586,1.0137856805904875,0
S0056,114.14604182322567,21269.252217609686,145.33370726078942,0.6663691463341981,73.6826473545227,9585.928748957289,97.90774680347702,2.6850474702291427,128.89875721921098,29484.065397877122,171.7092342382674,1.7493773886681485,171.29550857983307,44449.21292025683,210.82979196909196,1.328915129014939,0
S0057,92.05228997637062,14292.306458651105,118.7078502910777,0.5490636412568924,83.52922882979252,12578.764273235198,112.15495870490562,2.7331407168634354,159.06850523040308,41303.82713529374,203.23343011641967,1.9043454304425211,167.65322461645528,43302.14915853513,208.09113927999965,1.0539686933853918,0
S0060,35.81049786322073,2199.3138393302647,46.52717066265899,0.6825156673855922,33.00769318643889,1857.5008631588667,43.098733664784795,2.4445159176386815,62.8212786097416,6748.548761453858,82.14953296704992,1.9032314150190757,52.468389480925026,4711.98607522794,68.64368650866734,0.8352009166650237,0
S0061,31.437212546613857,1449.1131347674827,37.207108159652336,0.8383058296608431,33.1500843223052,1898.9596080262963,43.57704046059584,2.5610562330856848,70.08269127405605,8466.736747119347,92.01470387305707,2.1141029565013976,37.50088742593206,2407.7482891322534,49.0687611937478,0.5350948535821218,0
S0062,30.903434740861638,1404.082393300121,37.26924234761619,0.8367665362015174,27.665113048658803,1257.5702037226297,35.461714720585555,2.311980007354544,70.22619481691054,7883.875105596496,88.79110866096536,2.538438743893551,36.93196776384853,2305.0163819965264,48.00523892172141,0.5259001695896426,0
S0063,33.059688236852146,1739.7255407309142,41.09439718894278,0.4711097137435537,38.19669823280863,2442.9734545552865,49.42644448821218,2.4662936180808286,48.610525385258626,3844.3376029907445,62.00261644813558,1.2726368412520315,70.17407468453946,7629.677938489804,87.34801924552306,1.443598359169763,0
S0064,48.90573891200535,4246.288073422677,64.98000760698746,0.7632095661482995,33.04268194790809,1834.6395636681175,42.832636242752294,2.4201017011298256,60.61154711597483,6467.123832882633,80.41782414864085,1.8343410262983237,64.07904339933609,6371.720960454853,79.82046430182677,1.0572085097370392,0
S0065,30.413320150020333,1368.5849944430338,36.511091125914746,0.8014419961265468,30.417938609892257,1577.8620231876275,39.722311401697276,2.444175427295964,70.71761821829665,8283.443722432747,91.01338076364365,2.324865571110676,37.94824865306672,2449.441596245766,49.49131708501107,0.5366166113785834,0
S0066,40.79616448214981,2986.4864815632736,54.314208567090034,0.6066763829996711,35.578692484521724,2136.6172490183053,46.22355464406599,2.443462015537824,54.74106461630132,5189.266749050437,72.0365390461749,1.5385912408140368,67.24534797355369,7010.029893038239,83.7256020001939,1.228426017011162,0
S0067,31.47579989217245,1509.0566532780942,38.33344766677921,0.648489795434687,33.0367546495464,1867.3819575790503,43.2132133647677,2.4555908978267946,63.52147299541833,6824.824986914362,82.61247387330198,1.9227516040620074,48.537078168013444,4158.162604944285,64.4838066950223,0.7641050479341738,0
S0070,130.60421964932073,25979.978926586322,160.91643163761023,2.597620893635446,61.751497919828076,13026.220917597053,114.13243796599967,1.33002599219853,45.80767702101916,5745.181201279927,75.79696455029706,0.7418067344777811,50.27839896472973,4831.182564172984,69.50668141857886,1.0975976568656636,0
S0071,133.23260241467602,26030.086591989235,161.09183891347752,4.449832680660975,52.48657048729152,9228.553369382826,96.06535366442839,1.2352458520045257,43.015984028404574,4513.397500653784,67.18182348398197,0.8195617208180892,29.941036433506017,1626.2749516408612,40.32678727017752,0.6960444381264222,0
S0072,103.1854433614863,17984.57305334592,133.99195294127333,1.5432795112425293,67.89173338784653,14214.420420922208,119.2240910837441,1.1658769395944921,49.4580466001748,5958.67495207255,77.19151103026664,0.7284840750439346,66.86115030349193,7238.658359822898,85.08028491194678,1.3518760828547487,0
S0073,144.85544864055302,30273.254659421713,173.93260903363984,2.7425744891067216,65.96098604129922,14808.951019432236,121.69200543999655,1.4004249463881977,50.432020764895896,7393.920325669624,85.98790707686636,0.7645734818657745,52.81732518693908,4862.660083811667,69.73081267782888,1.047297419097343,0
S0074,142.87151502267108,29972.890561829518,171.9602864835685,2.8781574521711013,58.885940144543795,13532.431769208602,116.32893779200026,1.5652107419550478,39.10128738884254,4899.7046796248105,69.99762125884254,0.6640173748243291,49.639923248430264,5334.638880018878,73.03816955391437,1.269521454748697,0
S0075,117.99429255466295,21946.53805472056,147.9751059275321,2.3909533306883906,60.18244962190932,11713.816642439868,108.23038679823154,1.1949096862345492,46.504877658373616,5302.695587795441,72.81960987159952,0.7727315513166415,49.35031187776913,4562.335230990449,67.54505123630102,1.0611857156210187,0
S0076,143.3489039172275,29999.08641923277,172.77489533186625,2.830811757160229,62.803392302991114,14283.873541325538,119.51516015132087,1.4849760280280555,44.81065372272914,6164.3739858123035,78.51350963942258,0.7135068995404403,50.638797706927036,5046.344037326071,71.03744828325155,1.1300615701850765,0
S0077,127.00842789018581,24726.32312812786,157.1236632909052,2.5107448584899887,62.13260984073563,12746.282337383032,112.89942685556971,1.2607022749530459,47.67208480705697,5990.789616897707,77.40018236660342,0.767263517969947,50.58595558234905,4689.531977332362,68.48012899910296,1.0611232084161073,0
S0080,54.15342113764813,4074.7317375426755,39.05965338566832,0.368954589294585,121.34867717557441,24109.89914583242,155.273617090871,3.597254237086245,259.13531086949183,103476.28322782893,321.6772682372505,2.13546053324141,146.77530164670299,32591.503602276975,180.53115182295141,0.5664040965865256,0
S0081,53.86931198788622,4038.9422395947136,45.45685026819406,0.38178886977068127,127.45933183827833,25878.382287317636,160.86634341385414,3.528045825240019,347.1836886400258,164435.78463518675,405.50623696572586,2.723878147113904,141.09712527827864,27923.05156682295,167.09630145593113,0.40640482227427993,0
S0082,60.69656404582881,5968.967884989859,52.775616791386774,0.3383756948074833,125.50422424401631,26576.155949948483,163.02191351429124,3.5511364525893976,296.99594555464637,127881.06604276788,357.60404596681377,2.3664219060642995,179.37625242369057,46636.88977680706,215.94917997197587,0.6039686908476193,0
S0083,56.626859044934015,4487.007946355023,44.33656575088291,0.4256473359479195,136.19512001183267,27303.872875094778,165.2372552291668,4.0169717114433485,230.68217740858557,79400.0960622924,281.7802251835979,1.693762429876664,133.03703386002786,27312.16648493872,165.2623143006668,0.5767113669314466,0
S0084,52.73142195202373,3457.867112626597,30.403520402434232,0.41357273749812185,95.29321866485365,16390.064137811023,128.02360950277193,3.102146590002781,156.80250541116945,39592.06128922108,198.9774486360182,1.6454739131295797,127.50217113202052,25841.22263994714,160.7485073648221,0.8131386089634395,0
S0085,55.57808743436147,4670.626279603393,46.05895286583517,0.3448750802236522,126.7895774569844,26308.06325769148,162.19760061834066,3.5621521720567486,322.822332650035,146880.96154679926,383.25032472459174,2.5461267331658877,161.15425735695072,37503.8278384414,193.6574319571082,0.4992041784533374,0
S0086,54.3025219728101,3902.6269914717886,37.06318171050771,0.4151098624153346,116.44193690278257,22028.017268727883,148.41802759353757,3.6341687373745226,194.33771452236823,59633.83197171297,244.20039207278137,1.668966694401699,130.81482009810256,26815.55031151604,163.7523996768147,0.67313141157192,0
S0087,54.73783888445157,4306.099637443403,42.039326137412516,0.35824457776059593,129.66417478941506,26584.17747295109,163.04654995584568,3.709015395301087,292.87213771824577,124715.41463403824,353.15060566449205,2.2586974250512406,152.79460536882493,34664.679549834116,186.18383635261566,0.5217109642427619,0
S0090,44.911192193521906,3201.812834389188,45.63253720416608,0.30347611990415513,101.74719613470359,19702.752739385676,140.3664886649197,2.7808166431067245,174.1835401138444,49712.96844962124,222.96402428067856,1.7119247186255826,147.9892131470045,36142.054673664694,190.11063780549912,0.8496165197370568,0
S0091,64.84513436751658,6339.5719214864675,67.05696684924615,0.6470447772460036,123.34419758351636,26165.714396661693,161.758195925474,2.8015877970144256,184.65551455672352,55015.189937203875,234.55254934147547,1.4970749996706838,100.21738316707368,16626.324653823223,128.94306085367302,0.5427261861507436,0
S0092,47.6976000100295,3940.469135866495,57.082201949228356,0.27272170693253983,84.12033506897845,12762.96993205816,112.97313570204679,2.242431911224384,166.51525057064276,42549.47561537159,206.27474428997522,1.9794886745767324,174.89476927418883,46024.58964758655,214.53326393397438,1.0503228303403425,0
S0093,38.34839381576913,2935.254540604052,47.2279485052504,0.19402469200125572,71.62526188597656,8914.742078670552,94.41790692566343,2.2714580851250474,141.70409223260128,37857.43379745586,194.56925260722116,1.9784094117266382,197.64697688849284,58705.42762684014,242.2915882775104,1.3947866555897601,0
S0094,40.83478125084063,2488.5386909848326,33.53452965308012,0.3256339611346431,125.91324418436179,30348.909034203203,174.20888143382882,3.697843590399617,194.3696164529343,58294.68338856433,241.442899029395,1.5436788855057926,125.40086761391655,24410.229758610145,156.23269531565035,0.6451670271432663,0
S0095,54.19117174459939,4803.031069943227,59.814532952478224,0.398194236184729,104.64940488619771,19748.40885664567,140.5290196987173,2.5755047104017823,177.30936164612888,49704.446513247385,222.94486006538506,1.694317916465422,136.09230576471526,30986.55744081062,176.02911903349383,0.76754156972448,0
S0096,36.354412278952175,1934.0051524603834,30.137393011970836,0.2243420021408819,98.96403499989518,19668.07335531724,140.2429056653792,3.0430800729533787,169.83655494653033,49016.519443225,221.39666287236201,1.7161442027571958,162.04906763791112,41693.752997152515,204.1904545524492,0.954147166308979,0
S0097,48.21104213020103,3932.4689631857195,53.95849727394954,0.3103950035649369,93.55540855685194,16127.493045028934,126.99405016873511,2.4874859140069705,166.38970424373636,46265.076763168734,215.09308222594927,1.7785150726227048,155.3215792022726,40005.06025915297,200.01262025907212,0.9334807096883195,0
S0100,83.0480390205588,11551.557152311763,106.07890441995589,0.7977233014308202,301.3186000238638,177296.1543714497,421.06546337361453,2.122646161300669,157.3046214478562,42712.293466302945,206.66947772954734,0.5220541361714743,104.10632216910473,18677.336201118793,136.6650500912229,0.6618135005246124,0
S0101,73.38607402911555,10697.664645189521,101.78001875471487,0.6828619919456459,281.72020414146516,160764.71233808427,400.9530279091474,1.9325514199221072,154.4248424129877,38785.15520366699,196.93937350215228,0.5481496894537375,107.46838291588045,18153.412639978083,134.7306305795392,0.6959267773022637,0
S0102,88.31254491940018,11961.720368704044,108.61010844790546,0.8334982221049498,259.251187101343,143086.04333210917,378.26610227922373,1.750525406172161,173.53233808426077,52647.76443630794,229.45061558236083,0.6693598591563086,105.9540891357538,22253.1382813779,149.1591543301157,0.6105725901319125,0
S0103,90.18946591431532,14388.369613335904,117.8453580902731,0.8386594280683584,336.17691192322366,210815.8868630145,459.1459939813052,2.552885024722317,164.61600804425785,46582.594051763015,215.82982255923363,0.4896707721613345,107.54003698741471,19704.33828069509,140.37199790792113,0.6532781244367317,0
S0104,92.12240775335094,12658.876305088546,111.4778214309212,0.9275304814822576,322.176695951026,188620.61673631403,434.30465141963526,2.2612759711352304,132.43315485671562,31472.808374586777,177.4057442551732,0.4110575237783392,99.32008660904921,17772.64170890306,133.31198758557494,0.7499639098419677,0
S0105,80.60749170437103,11274.952141195216,105.06813832148303,0.7464984192850661,270.56761790565344,151924.1320468979,389.77446008113407,1.8421155179748876,164.314907299603,45969.32991553786,214.40458845651534,0.6072970171800063,107.98079355823708,20677.030809632495,143.7933987805471,0.6571576208928548,0
S0106,87.32792307490689,11969.784541185509,107.62466630038388,0.8661835369325508,330.0031885171518,200385.83316397015,447.6447620666574,2.409095955289029,149.61872298638636,39500.97128277168,198.7484882620811,0.45338568896466885,100.81919056573696,17916.061165721156,133.8508154542188,0.67384073699727,0
S0107,82.05016979657546,11899.426326059673,107.60781658909254,0.7644727718082566,293.994146049721,173193.97578840549,416.16550632746686,2.0704716174329962,164.71759073453472,46091.5249920981,214.68936811974905,0.5602750699215531,107.32909375241307,19502.66659678874,139.65190810518746,0.6515946067071173,0
S0110,71.27757810083841,8399.018705702409,91.29476940091446,0.6771596055565401,151.8815614444372,43573.003048775645,208.74147388028615,2.194953173650407,167.0703587019876,47524.926055554315,218.00211419743067,1.1000042211385015,105.25964265434469,18798.94450985814,137.10924216229782,0.6300318229525201,0
S0111,58.714297818757586,5932.42311587738,76.5320113366622,0.5219385378966158,149.29121892288185,40033.12854432485,200.08279645227063,2.080466489453519,188.42063427560407,61435.469103664705,247.86169830671807,1.2621012517349395,112.49274302559272,19776.835095058224,140.62925404476488,0.5970298500378088,0
S0112,83.68360709838777,12146.471783083744,110.18575844197156,0.5738260105058207,158.05560558048273,48553.48074961373,220.3485155707759,2.3355087393667127,177.25137855173372,52356.13887553449,228.81441789954437,1.1214494917832978,145.83446125877367,33642.69190538,183.4194182073521,0.8227550186088369,0
S0113,85.69568771889143,10660.789111370217,102.85447211196733,1.0271203011498975,140.705214864607,38421.04919922627,196.0127558344471,1.9893467297984395,148.93746693235315,38537.24503279684,196.30893272306693,1.058507085722925,83.43296069890945,11792.080033574031,108.59087600010703,0.56018785882,0
S0114,60.62679835047925,5533.074840584346,73.58605458144322,0.754912780326143,157.62611981182945,46969.499800875456,216.7233690189423,2.3573122771985666,146.31884604758355,35206.20220525326,187.63291230670347,0.9282652280107874,80.309672760192,10190.905301610583,100.94973833520092,0.5488675924499495,0
S0115,69.63863009721419,8752.02330321323,93.36476470922811,0.5404306571312829,154.1102887375031,44408.04627550822,210.73209070512235,2.208357163087038,184.8767430011273,57690.26178200054,240.18787082480983,1.1996391968094282,128.8576604200627,26679.44438977411,163.33830934428386,0.6969922680825082,0
S0116,73.27943578451396,8097.26488430374,89.46012656328203,0.9018327993319976,149.37845526118053,42749.24981578002,206.75886519436875,2.173328012875779,148.40284068961128,37114.1975186729,192.6504240049849,0.9934688401358587,81.25612179862304,10898.4821898136,104.39574888908275,0.5475375095317245,0
S0117,74.5159181091202,9262.677146989046,95.99072698235874,0.6527303787912967,149.89320202262104,42448.8167265382,206.03110042183835,2.1390208477395354,173.50031104784884,51486.427362677416,226.90617565573865,1.1574928596272507,114.16033408327978,21749.89122172195,147.47832877547285,0.6579834548642165,0
S0120,79.74591872224423,10600.32002255378,102.85921457951166,0.3645694056497042,114.50946934676793,24194.42745902941,155.54552472215852,2.878400350782389,270.35543779409994,113979.41889911046,337.608317078427,2.3609876050982748,218.74001900989998,78339.916089957,279.89222676760585,0.8090831121972484,0
S0121,61.79107389891599,6423.350255508166,80.0898481669159,0.4081750474980011,124.86754991887294,26554.247662609516,162.95473709786955,2.684110156915561,302.24805579442403,131955.83920881205,363.25643067099253,2.4205492619243034,151.3837611526672,39905.07921817027,199.76215533625825,0.5008593380518942,0
S0122,107.42364992739824,18831.66892018237,137.2084776395381,0.4328477893317136,95.63334798932377,18516.833923074406,136.07657039706572,2.880204872581004,328.27807926827353,160998.0773105468,401.2456263210961,3.432673708180974,248.17881152460723,100369.63972070388,316.80623441839924,0.7560017777543775,0
S0123,72.29080073293356,8341.150696756918,90.15218707726623,0.3037170294076033,121.74922845781717,27752.888428577662,166.59191015316028,3.097793995874548,240.68747331456206,90457.453568641,300.76108241011536,1.9769116926926054,238.02024165038085,86564.24390251277,294.21504464184886,0.9889182780165077,0
S0124,84.76076005483884,10690.426585653879,103.37344467745304,0.3691984985008122,114.11532923016296,23508.319070845206,153.3241272516163,2.8987391582005984,206.21475402878474,71404.7241773416,267.21495745949875,1.8070732076044178,229.5804571227214,79735.8816955668,282.3750852857078,1.113307620514268,0
S0125,82.64824300251618,12031.575085391047,109.6862447988983,0.4142041718461659,110.31732563414494,22527.438457320106,150.09138148296842,2.7688879745388366,316.4706072812407,146887.3560597669,383.2587428459507,2.8687298705081017,199.53503276932582,70424.55814885534,265.3741123279834,0.6305009949691893,0
S0126,77.2542264060715,9222.905446903664,95.70488850166574,0.32827474122556005,118.05579880147187,25646.24379316482,160.14442984948147,3.000207461524428,223.43950687580593,80965.90812250134,284.5449850849209,1.8926601585370002,235.33405621661745,84211.22410678977,290.19137057631576,1.053233868563015,0
S0127,78.4196419145858,10611.72107920266,102.90499164868392,0.36676420156479383,114.15238783110192,24273.069864863897,155.79814929739976,2.878351907149035,291.3063633638616,128120.57345007185,357.9392833880174,2.551907751547641,213.8148750069107,77035.8574828744,277.55260968300365,0.7339862835053874,0
S0130,32.74647676516061,1874.2961139766362,37.682490714889425,0.17384144776496482,217.6994560611405,80810.58907355579,284.27198774021474,3.167440129088102,308.0085542503415,143873.8020301403,379.30689279243995,1.4148338256014652,188.3697885985978,54843.28176586943,234.1856052119883,0.6115732371689121,0
S0131,42.272048505973714,2973.21329483104,49.785860341212086,0.3014025741494296,212.94037311443924,77783.21771824946,278.8962026261021,2.8030825118692917,392.2189936653897,211439.2512446799,459.82454222403265,1.8419193501394018,140.25111970349678,27365.654626808348,165.41562196335292,0.3575837018824947,0
S0132,52.74938632143963,7524.167530120639,82.89780857033945,0.27400727933860203,241.6447514597242,98518.30326043806,313.87493274053367,3.301704505286845,298.26772071048913,142334.286156508,377.2719339738626,1.2343231910013261,192.5108940491141,57045.462610240975,238.83093297693975,0.6454298627774511,0
