Data,MAV_A5,Avg.Power_A5,SD_A5,MAV_Ratio_A5,MAV_D3,Avg.Power_D3,SD_D3,MAV_Ratio_D3,MAV_D4,Avg.Power_D4,SD_D4,MAV_Ratio_D4,MAV_D5,Avg.Power_D5,SD_D5,MAV_Ratio_D5,label
S0030,0.3642148424348916,0.1704729319782169,0.1944748840553555,0.7210400417533732,0.46427066895293206,0.24058495994543375,0.15823307459387476,0.8323529873650564,0.46693487776826365,0.2617242686337994,0.20903609391044428,1.0057384818673558,0.5051242945526578,0.3173898410247795,0.2494780312521711,1.081787458171731,0
S0031,0.5488149847424548,0.3395381435828299,0.19580668044009372,1.1611747346206651,0.4545615835933692,0.2391849504902105,0.1804403425271048,0.9050499750383884,0.4255027376288464,0.23190983919480884,0.22551554151580344,0.9360728072645101,0.472637724865537,0.2717325515673138,0.2198775400108951,1.110774815455606,0
S0032,0.47285709086093436,0.29055670295662417,0.2587718581669154,0.8977576745449682,0.4692527312319911,0.2525139079903163,0.17976590950909754,0.8966320591997253,0.4819326324755304,0.28620896667134493,0.23227118725005527,1.0270214756347802,0.5267090488539724,0.35234572429177896,0.2737212124536982,1.0929101151512404,0
S0033,0.4062881172776657,0.21822978125292916,0.23056397596306957,0.8471090618412401,0.5117939204912262,0.2905666181268141,0.16921465975214647,0.933085557638605,0.4610948445440694,0.25571415456361823,0.20761911978066633,0.9009384951300414,0.47961724833231645,0.2861600463272127,0.23691209641837566,1.0401704855463347,0
S0034,0.7433171404292264,0.5819440244741504,0.17153324231258626,1.516616030910018,0.5101818556979628,0.27973883859206483,0.13947513294006142,1.0461612981158939,0.48335102710921246,0.2853271541722899,0.22737400635243957,0.9474092849655659,0.49011557657293936,0.30709934026002056,0.2586233977438926,1.0139951072498672,0
S0035,0.4171592804994401,0.21438811929816573,0.20091354855100033,0.826861100833721,0.4454878861917098,0.2291129416575445,0.1750813665527737,0.7992468632123795,0.463615477654676,0.2640565761661237,0.22162415266651417,1.040691547458072,0.504509499937559,0.315679632160216,0.24728484917796767,1.088206766714857,0
S0036,0.6741760134439472,0.47291393483900573,0.13564895036760385,1.4160490007047624,0.5141574149128563,0.2879778785950068,0.15368809740879652,0.9366838475083853,0.47500848763423176,0.2679977048955798,0.20582672705705568,0.9238580906486396,0.4760965285159004,0.29143458889339535,0.25449299485153576,1.0022905714529178,0
S0037,0.3733588011385764,0.17797319357232017,0.1964087553666719,0.7234222623187955,0.45359570327512794,0.23390015476680553,0.16778287378975132,0.8134879059931533,0.45750046119080645,0.2519585456490101,0.206523300523717,1.0086084543735416,0.5161007900722383,0.3239273169700441,0.23993184752519936,1.1280880214391562,0
S0040,0.6851735229030772,0.48361507609200155,0.11896352215947502,1.213040413014,0.5334147306864754,0.3200939231964476,0.18858061481266433,1.044106971521031,0.4728818498499404,0.28704254652605604,0.2518438059761536,0.8865181680329066,0.5648398153534308,0.3687578347788305,0.22296595652774603,1.194462878058592,0
S0041,0.7295402397415814,0.5497355309532823,0.1323123937924119,1.542667197898509,0.49160939789017594,0.2944131604114066,0.22963745408244113,0.960335702904395,0.4766352910733271,0.3182315180171495,0.30174545120116425,0.9695406416534901,0.4729083763078609,0.3166404235927878,0.30495588404005364,0.9921807830111078,0
S0042,0.3481360440601225,0.14904772501600752,0.16688025599865303,0.6305041989783532,0.6018406521304757,0.4132623532412936,0.22594287482560146,1.1991473100712255,0.4822121620977303,0.30685373943706046,0.2726264296837208,0.8012289638307607,0.5521549969440804,0.36898531303989374,0.25319986648806947,1.1450457710193023,0
S0043,0.30675344882312056,0.16797761222037788,0.27180863462277843,0.5173500616540163,0.5391471810738929,0.33703571057146436,0.21530449997977114,0.9906093430448267,0.4659078961455697,0.280859348226984,0.2525652005645135,0.8641571587512661,0.5929320813114455,0.4087503594650798,0.23912738533417105,1.2726379746227523,0
S0044,0.7369311871630203,0.5754380172396001,0.17991787744996723,1.127914594261212,0.5229115177156218,0.3342973201727906,0.24669994895243794,0.9877979395470317,0.5130567368326089,0.3058719041186461,0.2065059052650095,0.9811540183202231,0.6533572585304765,0.49496227239011653,0.26093402444996816,1.273460051541322,0
S0045,0.22691528294585234,0.06520746988351968,0.11711927360227033,0.4099701632994095,0.5873663014368641,0.3878557507104167,0.20701830510077052,1.1485969188622716,0.48116788267989385,0.31635602574038296,0.29126190004484087,0.8191955880049998,0.5534921886013727,0.36347652176264805,0.2390040144430853,1.1503099199361857,0
S0046,0.4682718169907795,0.24220009836036782,0.15139882355065287,0.773534038237123,0.5358673420421511,0.33075412848377683,0.2088068969561518,0.9849602033306398,0.47377749857429646,0.27646532334813706,0.22803553493440346,0.8841320629258077,0.6053667891046743,0.4279105634634239,0.24787419008949,1.2777449138601131,0
S0047,0.21558527077036402,0.062095802368987686,0.12497517111753244,0.37075751623061054,0.5337368172664926,0.318734442215618,0.18400938049418225,1.0445325853532847,0.4675494640947392,0.29053860180753505,0.2682090610554709,0.8759925284698763,0.5814724215496965,0.38482671016509384,0.21614007759373524,1.2436596899443204,0
S0050,0.5448519520470017,0.3338288905009777,0.1922634672826576,1.065658489109621,0.6412913335811009,0.4363300291580557,0.15835231173503242,1.1161449511821042,0.521072889713859,0.3107291861533531,0.1980207811281472,0.812536927333919,0.5112819515961782,0.3126049254299538,0.2262646490328465,0.9812100412227214,0
S0051,0.5303139351198155,0.33578325086605404,0.23356023009876967,0.9444130836207246,0.5781891795352587,0.3745827916347578,0.2006989394668096,1.0068883747151922,0.5454080859363959,0.3411953683780532,0.20910616483798436,0.9433038618515623,0.5615275183256452,0.38410285632772245,0.26227791079457013,1.0295548100677208,0
S0052,0.451214204688131,0.28007509354771454,0.27655168601072017,0.9266471082699379,0.642209430267742,0.44567984602453203,0.1823373074818045,1.1302884393333592,0.5332573573564727,0.3381511762550491,0.23192189866470225,0.8303480643910097,0.4869320808981466,0.28812626857867923,0.22588363635040062,0.9131277312553636,0
S0053,0.4059059390125174,0.242809060085335,0.2793732785355491,0.8490856343889659,0.5060955088991345,0.30231626667419204,0.21490370528755023,0.9264287094969573,0.5041696000967468,0.30245465187820864,0.2196990355383813,0.9961945744063667,0.47805064951384163,0.28876343077088296,0.24542006289274126,0.9481941184516219,0
S0054,0.47809981941661156,0.26855709748459916,0.19994414259588247,0.86083688628927,0.560052762770931,0.34910479601223504,0.18827028157646786,1.014925128415274,0.5648924997676371,0.3589723053288365,0.19967165305848145,1.0086415732917038,0.5553895598938752,0.38945730345022883,0.28460453301224214,0.983177436631446,0
S0055,0.4945098253924351,0.2889097120806994,0.21064127010403938,0.9395409290309652,0.6419834900878393,0.44160848351339155,0.1716557076476887,1.1168764089071597,0.5391725431253385,0.33898174931556124,0.21971508381382532,0.8398542196958465,0.5263313285377237,0.32925789081179907,0.2285458890715691,0.9761834782736152,0
S0056,0.43558446984239146,0.22275762642985292,0.18172450594781028,0.9350589070907148,0.5631676889005908,0.3532424289942499,0.1899594250691903,1.0208896508561862,0.4992852968666196,0.2832741187937982,0.1843591905130031,0.8865659495510447,0.4658363944124573,0.2759942957584474,0.24288011322306505,0.9330064340687005,0
S0057,0.48872555816420843,0.28317343335157635,0.21052496799348827,0.943855215827693,0.6424600274949746,0.43925411884843746,0.1627858468036887,1.118151461976622,0.5240197229693428,0.32090382417514995,0.21519097126571812,0.8156456441540121,0.5177971684307866,0.3190159962930092,0.22561491231314698,0.9881253428720271,0
S0060,0.4780338053691835,0.25128023551193457,0.15087715677395375,0.8099303014374172,0.43959592839600353,0.22212061710681952,0.16992950551471409,0.9633529376578871,0.5131799511047188,0.2979366568123997,0.1859650359518106,1.1673901370679398,0.5902159784870339,0.3965499133204637,0.2195336239828808,1.1501150370673683,0
S0061,0.6051487083164168,0.4220804612573381,0.23637999509330393,1.1978025521304927,0.41893792605678054,0.20710752789545664,0.17775978737245418,0.901682582036171,0.5218166964233082,0.31359041255948217,0.20321847330729412,1.2455704388830722,0.5052157446484467,0.3180655635138672,0.25064439924559,0.968186238791036,0
S0062,0.6388470002705834,0.4679212281207489,0.24453167149885965,1.146352221783366,0.5075819285479943,0.30299567106918324,0.2129700844735759,0.9458863987598919,0.5435870424548784,0.3469931366314213,0.22694991497372147,1.0709345858901667,0.5572868339512066,0.3816667356658791,0.2666423079155284,1.0252025718539186,0
S0063,0.5582511288682808,0.38881756977405674,0.27780073234487157,0.8250509295181859,0.41902134858982437,0.22069985528403446,0.2124169595630239,0.9197333622696067,0.4294054581484288,0.23595177468158474,0.2270742768213141,1.0247818150400956,0.6766262649922579,0.510365675706758,0.2292216683243202,1.5757281426040337,0
S0064,0.49686502049743303,0.2942371505799935,0.21762881699370337,0.8861255794812029,0.49376052753731553,0.28116576331549004,0.19330365946241676,1.0770143750848233,0.43840625195270144,0.2388686230989454,0.2160291215270061,0.8878924650767457,0.560716259639329,0.4000759813358055,0.2926999445027039,1.2789878272534838,0
S0065,0.6157198293393342,0.4226154106970956,0.20857732967759637,1.0735097835597573,0.41727076556868387,0.20078487357171412,0.16330946627014187,0.8989299505049568,0.5234367501769186,0.31557348815164465,0.2039300289704064,1.2544294816904913,0.5735577251076445,0.3789963959616951,0.22366924672614014,1.0957536415121507,0
S0066,0.5093808493579934,0.2907021508002876,0.17672945738505721,0.8448623412142156,0.4519962733559406,0.24001437913716625,0.18898081386613833,0.9908006464382012,0.41628635663808067,0.21200764950762827,0.1967570044105697,0.9209951080951968,0.6029157940995733,0.4326692180197211,0.2629862415507739,1.4483198511925968,0
S0067,0.627906962741024,0.43446936112253937,0.2005048808979022,1.023173992462446,0.414825272026459,0.2038187693177351,0.17815376225583723,0.9091467992824092,0.5114831273765689,0.2963986335051101,0.18650373699793457,1.2330085987238133,0.6136854214109341,0.4142626341442682,0.1940433912606985,1.199815572721954,0
S0070,0.5720662391700392,0.3731644184427239,0.21425367311803875,1.3325171148161745,0.4562314834008522,0.2222783298464545,0.11887457003208216,1.0959726229028095,0.5578265318158548,0.3256861867213307,0.12048131441690833,1.2226831161621954,0.4293124889798941,0.2094696691343668,0.15862047768259657,0.769616474824857,0
S0071,0.5371115547031058,0.3617967942168431,0.2707544496795125,0.8672222939840223,0.5421614233552313,0.3074047569773362,0.11604200964635925,1.2682200821886944,0.5180152764111983,0.29328010671936416,0.15792491926226798,0.9554631777476869,0.61934703296846,0.42850204252182617,0.21192285217737009,1.195615382734051,0
S0072,0.4586958618625617,0.26696649942303763,0.23783314683449677,1.2220940840333634,0.4070639585636636,0.18931971429150574,0.15368359681496815,1.0757152481672032,0.4508813146118671,0.2287995228771498,0.1597046117400002,1.1076424358540957,0.37533596459995566,0.18298812821902755,0.20520975097896393,0.8324495880319563,0
S0073,0.5579961146270511,0.3606540361398133,0.2220233595839141,1.2161628230525197,0.43651064719004024,0.2059418485254257,0.12409795894839651,1.1564818425311172,0.5063019331684264,0.2800766659330215,0.1540617356871454,1.1598844986431722,0.45881694790382044,0.26662656375117055,0.2368830345706365,0.9062121193821125,0
S0074,0.5267715013964075,0.33067002200818246,0.2306118108960532,1.083412013452644,0.481864386293508,0.24787736491305465,0.12523608958696977,0.9760018682363442,0.7078813403902398,0.520125383602796,0.13794706060700665,1.4690468117705275,0.4862153039245699,0.27057365588314014,0.18484678550810238,0.6868598961183662,0
S0075,0.5194397647124627,0.3316333814870848,0.24862765799996195,1.4284120913394118,0.494134147590364,0.2587734547825512,0.1208507301082436,1.2143733722951553,0.438138145390532,0.21386519390935826,0.14798702464440372,0.8866785417018931,0.3636483952088278,0.16099058783807269,0.1695595249466006,0.8299856997949627,0
S0076,0.5652051456092241,0.36690022008739925,0.21781497529842817,1.1233251950913168,0.44888532022064564,0.21669746366813172,0.12328598038114544,1.0781439577761966,0.5555799212673443,0.32377397736874935,0.12290210923056129,1.2376878820502615,0.5031536264645766,0.2885329890536173,0.18806758686483582,0.9056368079624313,0
S0077,0.5725716552898732,0.37229626512198566,0.21085057429516324,1.5567960368999447,0.4545181959003147,0.2203135754964089,0.11716136347760771,1.167544354743136,0.5002322720324237,0.27013495743102933,0.14107668640958587,1.1005769989946343,0.36778848463029096,0.16540388179440754,0.17359583050223812,0.7352354200099507,0
S0080,0.16456551625946836,0.04963785693869392,0.15018670978801213,0.33580091168508264,0.46953019270327034,0.2795067426411519,0.24299823205361337,0.9790027339738577,0.5012603109120901,0.3154929873658582,0.2534385291745768,1.0675784405389075,0.49006870003318964,0.31004712065429324,0.264347857759568,0.9776730560244511,0
S0081,0.18254381151938828,0.11972688627632688,0.293946667190327,0.34232382879122447,0.4648788266990774,0.2809832579831441,0.2546977315761436,0.902983950931842,0.5022414518112273,0.34996543556694376,0.31260031933684007,1.0803706750368633,0.5332489186159389,0.37415899967391547,0.29967414047402774,1.0617381673553423,0
S0082,0.8338561345402427,0.718909575193068,0.15360182968530184,1.691973352474031,0.4773174336764688,0.2924891042048646,0.25427774521844126,0.9312971405621949,0.4685649182905569,0.302467131622931,0.2879479969895515,0.9816631139606679,0.49283053620257355,0.32158430231596724,0.2805394177334997,1.0517870992146483,0
S0083,0.7033992975447395,0.5372096680200331,0.20600751499302145,1.2704489521554347,0.44132434780134355,0.26810337837459286,0.27080657010551196,0.9197400216915058,0.48590094532104505,0.3116362094848969,0.27483900891433133,1.1010064315322279,0.5536619919685535,0.38741442309005386,0.28438147221552135,1.139454444985155,0
S0084,0.22643030718872503,0.11808347932180789,0.2584817117480994,0.5412623719643935,0.4228677912982627,0.2288728562866793,0.2237312838411479,0.8548958660314826,0.4547183579673369,0.2836803415600277,0.27732932857438,1.0753203893143257,0.4183374254651135,0.23854600875592763,0.2520710360417242,0.9199923823950017,0
S0085,0.45059422325707266,0.2241515489785188,0.14531481323620854,0.8431137238469025,0.4719925280334141,0.2865018032467585,0.2524378274494243,0.9219919247057549,0.48993918766025757,0.32911290369935586,0.2984501568003658,1.0380231858788513,0.5344406223173923,0.3631845330380117,0.2784919285275796,1.0908305270898104,0
S0086,0.6461869925905259,0.45313444761570754,0.18861818104975744,1.4229780145962454,0.43434382114536013,0.2479790441696544,0.24356619059816528,0.9059557791821895,0.4985833280220975,0.3076146466672339,0.24295948568772424,1.1479001283069676,0.45410890819270633,0.2839072004790572,0.27873338511754464,0.9107984215881763,0
S0087,0.2805450439451467,0.10123149577929154,0.15008655535092832,0.527548171783896,0.47176582223560437,0.2874996854325514,0.2548267929455525,0.983530231505036,0.49433978120632593,0.32109942934913466,0.27699749108253024,1.0478499244895445,0.5317903822820349,0.35685541639818097,0.2721293914859401,1.0757588252038286,0
S0090,0.6909755289923709,0.4988929348332596,0.14644368599216884,1.3092979972261674,0.4356457259367818,0.204932619225267,0.12306673270336471,1.1403376813893318,0.4069526231954273,0.2059285480537329,0.20079370141539163,0.9341366136907349,0.5277450438756092,0.3554373139843117,0.2773490267677951,1.2968218259209372,0
S0091,0.5422220423164351,0.34193924378128576,0.21893949074454325,1.2280264413669715,0.45124614200946356,0.25366447419489796,0.223699337317912,1.1909558215005112,0.32463548338838233,0.16144649706474673,0.23676634049192477,0.7194199643297428,0.4415393871428887,0.26222187624076093,0.2593546719113485,1.3601082128617674,0
S0092,0.46585559836128604,0.25428513763677063,0.19303807684552496,0.7119762389137777,0.5799425763861246,0.3718281040184706,0.18840040369674035,1.1389484023356276,0.4546106551695881,0.25786156873081695,0.22625366502466818,0.7838890843339449,0.6543134066833689,0.5074147962361589,0.2815826025708319,1.439283041967601,0
S0093,0.31340067820910805,0.12129358657706421,0.1518999719392183,0.8228706312569714,0.5761695903047006,0.3807501894875763,0.22085921464971678,1.3368779441963392,0.4224172070224731,0.21182413605365386,0.18272339550530173,0.7331473478131372,0.380862636609566,0.23583815979004397,0.301300202165305,0.9016267099869908,0
S0094,0.34637526055118184,0.1770497737483628,0.23890155425711168,0.6671753317582789,0.43554615900777993,0.21324316638812305,0.15343633781374194,0.8077062296781881,0.43183639423713566,0.24013915586884294,0.23163869383397936,0.9914824991704771,0.519166767809508,0.33992034480818184,0.26530399923561354,1.202230230563699,0
S0095,0.7035936130473596,0.530017251764113,0.1870114420111109,1.284056108416998,0.46926603566091685,0.25722469780842927,0.1923904508636443,1.2378539180102541,0.38418178028593497,0.18817858897898404,0.20145210020080112,0.8186865255331153,0.5479461593892182,0.3736144321199831,0.2708679355896314,1.4262679479005962,0
S0096,0.7855802068155141,0.6553809408126391,0.19556246948822642,1.688372184120837,0.4371822282036743,0.20621838579203958,0.12284170763592485,0.8654694211278336,0.4401166456923742,0.2361818121435933,0.20610470719536336,1.0067121152219682,0.46528852714105723,0.2973561954652173,0.2843638197382412,1.0571936592152373,0
S0097,0.3390855557320716,0.12570783153634868,0.1035800049730681,0.657270386227119,0.47086928064001204,0.2521266756803827,0.1743811808365237,1.241413881517649,0.39318317344590553,0.19168432935108434,0.19259107318380905,0.8350155544474797,0.5158996401442937,0.35085662030084025,0.2910398282019637,1.3121101689649788,0
S0100,0.4639313283039652,0.22636949498448175,0.10553301664692515,0.8281147624159878,0.4614943257930197,0.24410610835109042,0.17643439463986782,0.8889758142809886,0.5739703516637,0.36395785267225955,0.1857845205696864,1.2437213625051717,0.5602258881975082,0.3463024720516313,0.18013724280376991,0.9760537048188075,0
S0101,0.7170042470443359,0.5708083999079548,0.23814556394848096,1.505281069985828,0.471351732697381,0.26081493967350333,0.19657691562510615,0.9413111976785512,0.521849619351568,0.33177817249770875,0.2438260594775146,1.1071341912019825,0.47632582468541,0.30982173625411796,0.2879851471723534,0.9127645341147814,0
S0102,0.3104640174770837,0.1475106291512335,0.22610334584703207,0.6570152545727881,0.48066858538526586,0.25981143867729184,0.16961470956558952,0.9281827104335295,0.5735954221086716,0.3773273844550519,0.21980827143450868,1.193328292193098,0.47253700019333206,0.2511981405516711,0.167053656050857,0.8238158499525239,0
S0103,0.32997303693284663,0.13451876677955676,0.1601142144747651,0.7003493866454604,0.4818250803959491,0.2717192575267485,0.1989066349526471,0.9725363566451156,0.6448681062778507,0.458575051840391,0.20668859994206162,1.3383863408436893,0.4711548881528323,0.2687503459703854,0.21624850829561226,0.730622097086359,0
S0104,0.18785657886900115,0.06706638278365182,0.17825904902496978,0.28828338271661647,0.43705460437220545,0.22796828993017357,0.1922278926878941,0.8793358092774215,0.6336127634862638,0.44091007527846743,0.1986075054618214,1.4497336423131812,0.6516385963656629,0.4595097705925616,0.18675360858401177,1.0284492894054365,0
S0105,0.5248136211536522,0.2964255389585108,0.14490066255922196,1.075398388242473,0.4854021330822202,0.2667087835132038,0.1763336403311473,0.9358196319577726,0.5511662549192653,0.34613234005199117,0.2057865386517362,1.135483792416515,0.48801786100066297,0.26314009567722757,0.15804639515523625,0.885427684741236,0
S0106,0.436074493045386,0.2097959207714908,0.1401247918346374,0.7714421610386268,0.4593220125252386,0.24611630143065186,0.1874555687100717,0.9292871385491548,0.6265351957206607,0.4286484644489135,0.19000556037176028,1.3640434785089561,0.5652717923250131,0.34949179804203084,0.17308841337217823,0.9022187359719186,0
S0107,0.3880409786535782,0.16174830923344494,0.10570008570960697,0.7670844303559556,0.48443429424307777,0.26774330861333706,0.18184257800237047,0.9330876615253381,0.5808846055962185,0.3748555108966541,0.19346468896927874,1.19909885096769,0.5058647565998866,0.2981585245431594,0.2055708456306408,0.8708524063581756,0
S0110,0.44042148414487226,0.21627325400060407,0.14933911176993178,0.908936945709089,0.5137520631264257,0.28971466415091635,0.16054121521982265,0.9081322006138154,0.42586407520793296,0.2194265963788028,0.1951060886443445,0.8289291776588642,0.4845456950826069,0.2773499591227725,0.20631390767392727,1.1377942477209941,0
S0111,0.336659478039836,0.1806438078455646,0.2594305373149232,0.6618532869060864,0.48749950512194423,0.26599397736058905,0.16833956714465143,0.9039481263792767,0.41957620445319777,0.2295976607601203,0.23141622548293514,0.8606700110356913,0.5086617906116198,0.3179490791416982,0.2433356979842436,1.212322780016852,0
S0112,0.3826761665451622,0.1982757419706817,0.22767233808475942,0.8956951583105898,0.5130808918895211,0.2938115204872461,0.1748128109295762,0.9592681191387392,0.45159052386901977,0.27752760661565956,0.27128141360469904,0.8801546325491659,0.4272392934075301,0.2503362436688005,0.26038976523172885,0.946076746135283,0
S0113,0.4296957256173868,0.2701235393389975,0.2923783896342975,1.0132530776708804,0.43276985799172196,0.2190216693138884,0.1781345539970086,0.8198863450669435,0.3485514085480098,0.17440391784023287,0.2300344179452962,0.8053966839684036,0.4240754211229332,0.22687720727249497,0.21688071484551547,1.2166796940788167,0
S0114,0.6218850490550009,0.4321405922455222,0.21307176726957858,1.2923618356384812,0.5523490862379757,0.3364906325245721,0.17720361016820552,0.918836333656988,0.5391170646078774,0.3357541558997505,0.212383960195529,0.976044096098319,0.4812004130002519,0.29516138155423954,0.2522053609315763,0.8925712884830481,0
S0115,0.4375521665459064,0.22425390510861182,0.18111324264005457,0.9340649998680889,0.5272320248448492,0.3048228056442333,0.1638572476951618,0.9860008134421717,0.3973802972090175,0.2107655841244955,0.22990102982494098,0.753710469932012,0.4684386703363242,0.2788208801067025,0.2436926183540221,1.1788170516414174,0
S0116,0.5421562353191943,0.3410984792060855,0.2171752649603633,1.2122790733243218,0.51868277554711,0.29405882949149414,0.15819926625063888,0.8877049473577078,0.46432601935918855,0.2526926337248532,0.19259797888582222,0.8952023110260687,0.44722065013667933,0.24543236566303941,0.2131338916136175,0.9631608643295154,0
S0117,0.41410050878386206,0.19945683474857584,0.1672650691971353,0.8784722748845928,0.5006855165795208,0.2771868984574434,0.16279100695352258,0.9367564151077314,0.3858678363400655,0.19606440312560353,0.21718751346207713,0.7706790461528769,0.47138711217524026,0.2706475816067346,0.2200949160744567,1.2216284120654373,0
S0120,0.44583967182212536,0.22904721500587397,0.17399483335838883,1.066277934911128,0.4553002805316414,0.24097116617770314,0.18350155510379693,1.0812936071522319,0.4684629806802342,0.2655992724843868,0.21480621084265092,1.0289099319974568,0.4181270728998862,0.23073083199890893,0.2364330410646578,0.8925509381610955,0
S0121,0.577293772387017,0.3650590857166939,0.17830026943294547,1.039547742005883,0.478870519485165,0.2645038995919828,0.1875817825909298,1.1560186215107158,0.5342398755345839,0.35456733025329246,0.2629735455175766,1.115624900252675,0.5553316592012278,0.36708145955583393,0.24225649185242748,1.0394799876095708,0
S0122,0.5673696605322881,0.3918213979119823,0.264410790663805,1.2123525411020393,0.45401448785875154,0.23524574690157365,0.17063584534302648,1.095947591482519,0.47009945396642205,0.28429448737658747,0.2515968814533664,1.0354283101923274,0.4679906556029849,0.28049690869273664,0.24795494542562557,0.9955141441972665,0
S0123,0.6781420351120805,0.5224479115719483,0.2501425429350114,1.4457907032125124,0.4101438206373962,0.21005547048889792,0.20454221295824815,0.9294211190421092,0.3988603783413267,0.2373217106629407,0.2797000344160767,0.9724890593779174,0.46904578484649617,0.29975066149124435,0.28239460548845274,1.1759648496474824,0
